SI,mei1,mei2,smi,meo1,meo2,smo,fc,el,image,image2
Sample-2114,140,340,3.88,70,103,1.3,0.2,0.118,Sample-2114_image.tif,Sample-2114_image.jpg
Sample-2115,140,340,3.88,70,103,1.79,0.1,0.016,Sample-2115_image.tif,Sample-2115_image.jpg
Sample-2116,140,340,3.88,70,103,1.79,0.2,0.139,Sample-2116_image.tif,Sample-2116_image.jpg
Sample-2117,140,340,3.88,70,103,6.62,0.1,0.074,Sample-2117_image.tif,Sample-2117_image.jpg
Sample-2118,140,340,3.88,70,103,6.62,0.2,0.196,Sample-2118_image.tif,Sample-2118_image.jpg
Sample-2119,140,340,3.88,70,103,8,0.1,-0.006,Sample-2119_image.tif,Sample-2119_image.jpg
Sample-211,100,180,3.88,70,300,1.79,0.1,0.162,Sample-211_image.tif,Sample-211_image.jpg
Sample-2120,140,340,3.88,70,103,8,0.2,0.057,Sample-2120_image.tif,Sample-2120_image.jpg
Sample-2121,140,340,3.88,70,250,1.3,0.1,0.071,Sample-2121_image.tif,Sample-2121_image.jpg
Sample-2122,140,340,3.88,70,250,1.3,0.2,0.141,Sample-2122_image.tif,Sample-2122_image.jpg
Sample-2123,140,340,3.88,70,250,1.79,0.1,-0.077,Sample-2123_image.tif,Sample-2123_image.jpg
Sample-2124,140,340,3.88,70,250,1.79,0.2,0.055,Sample-2124_image.tif,Sample-2124_image.jpg
Sample-2125,140,340,3.88,70,250,6.62,0.1,0.095,Sample-2125_image.tif,Sample-2125_image.jpg
Sample-2126,140,340,3.88,70,250,6.62,0.2,0.096,Sample-2126_image.tif,Sample-2126_image.jpg
Sample-2127,140,340,3.88,70,250,8,0.1,0.099,Sample-2127_image.tif,Sample-2127_image.jpg
Sample-2128,140,340,3.88,70,250,8,0.2,0.1,Sample-2128_image.tif,Sample-2128_image.jpg
Sample-2129,140,340,3.88,70,300,1.3,0.1,-0.004,Sample-2129_image.tif,Sample-2129_image.jpg
Sample-212,100,180,3.88,70,300,1.79,0.2,0.32,Sample-212_image.tif,Sample-212_image.jpg
Sample-2130,140,340,3.88,70,300,1.3,0.2,-0.093,Sample-2130_image.tif,Sample-2130_image.jpg
Sample-2131,140,340,3.88,70,300,1.79,0.1,0.038,Sample-2131_image.tif,Sample-2131_image.jpg
Sample-2132,140,340,3.88,70,300,1.79,0.2,-0.051,Sample-2132_image.tif,Sample-2132_image.jpg
Sample-2133,140,340,3.88,70,300,6.62,0.1,0.082,Sample-2133_image.tif,Sample-2133_image.jpg
Sample-2134,140,340,3.88,70,300,6.62,0.2,-0.146,Sample-2134_image.tif,Sample-2134_image.jpg
Sample-2135,140,340,3.88,70,300,8,0.1,0.019,Sample-2135_image.tif,Sample-2135_image.jpg
Sample-2136,140,340,3.88,70,300,8,0.2,0.006,Sample-2136_image.tif,Sample-2136_image.jpg
Sample-2137,140,340,3.88,70,70,1.3,0.1,-0.038,Sample-2137_image.tif,Sample-2137_image.jpg
Sample-2138,140,340,3.88,70,70,1.3,0.2,-0.006,Sample-2138_image.tif,Sample-2138_image.jpg
Sample-2139,140,340,3.88,70,70,1.79,0.1,0.082,Sample-2139_image.tif,Sample-2139_image.jpg
Sample-213,100,180,3.88,70,300,6.62,0.1,0.123,Sample-213_image.tif,Sample-213_image.jpg
Sample-2140,140,340,3.88,70,70,1.79,0.2,0.053,Sample-2140_image.tif,Sample-2140_image.jpg
Sample-2141,140,340,3.88,70,70,6.62,0.1,-0.024,Sample-2141_image.tif,Sample-2141_image.jpg
Sample-2142,140,340,3.88,70,70,6.62,0.2,0.09,Sample-2142_image.tif,Sample-2142_image.jpg
Sample-2143,140,340,3.88,70,70,8,0.1,-0.027,Sample-2143_image.tif,Sample-2143_image.jpg
Sample-2144,140,340,3.88,70,70,8,0.2,0.244,Sample-2144_image.tif,Sample-2144_image.jpg
Sample-2145,140,340,3.88,90,103,1.3,0.1,0.003,Sample-2145_image.tif,Sample-2145_image.jpg
Sample-2146,140,340,3.88,90,103,1.3,0.2,0.125,Sample-2146_image.tif,Sample-2146_image.jpg
Sample-2147,140,340,3.88,90,103,1.79,0.1,0.077,Sample-2147_image.tif,Sample-2147_image.jpg
Sample-2148,140,340,3.88,90,103,1.79,0.2,0.173,Sample-2148_image.tif,Sample-2148_image.jpg
Sample-2149,140,340,3.88,90,103,6.62,0.1,-0.032,Sample-2149_image.tif,Sample-2149_image.jpg
Sample-214,100,180,3.88,70,300,6.62,0.2,0.321,Sample-214_image.tif,Sample-214_image.jpg
Sample-2150,140,340,3.88,90,103,6.62,0.2,0.14,Sample-2150_image.tif,Sample-2150_image.jpg
Sample-2151,140,340,3.88,90,103,8,0.1,0.074,Sample-2151_image.tif,Sample-2151_image.jpg
Sample-2152,140,340,3.88,90,103,8,0.2,0.125,Sample-2152_image.tif,Sample-2152_image.jpg
Sample-2153,140,340,3.88,90,250,1.3,0.1,0.056,Sample-2153_image.tif,Sample-2153_image.jpg
Sample-2154,140,340,3.88,90,250,1.3,0.2,0.19,Sample-2154_image.tif,Sample-2154_image.jpg
Sample-2155,140,340,3.88,90,250,1.79,0.1,0.142,Sample-2155_image.tif,Sample-2155_image.jpg
Sample-2156,140,340,3.88,90,250,1.79,0.2,0.221,Sample-2156_image.tif,Sample-2156_image.jpg
Sample-2157,140,340,3.88,90,250,6.62,0.1,0.074,Sample-2157_image.tif,Sample-2157_image.jpg
Sample-2158,140,340,3.88,90,250,6.62,0.2,0.254,Sample-2158_image.tif,Sample-2158_image.jpg
Sample-2159,140,340,3.88,90,250,8,0.1,0.022,Sample-2159_image.tif,Sample-2159_image.jpg
Sample-215,100,180,3.88,70,300,8,0.1,0.13,Sample-215_image.tif,Sample-215_image.jpg
Sample-2160,140,340,3.88,90,250,8,0.2,0.318,Sample-2160_image.tif,Sample-2160_image.jpg
Sample-2161,140,340,3.88,90,300,1.3,0.1,0.111,Sample-2161_image.tif,Sample-2161_image.jpg
Sample-2162,140,340,3.88,90,300,1.3,0.2,0.211,Sample-2162_image.tif,Sample-2162_image.jpg
Sample-2163,140,340,3.88,90,300,1.79,0.1,0.002,Sample-2163_image.tif,Sample-2163_image.jpg
Sample-2164,140,340,3.88,90,300,1.79,0.2,0.071,Sample-2164_image.tif,Sample-2164_image.jpg
Sample-2165,140,340,3.88,90,300,6.62,0.1,0.031,Sample-2165_image.tif,Sample-2165_image.jpg
Sample-2166,140,340,3.88,90,300,6.62,0.2,0.256,Sample-2166_image.tif,Sample-2166_image.jpg
Sample-2167,140,340,3.88,90,300,8,0.1,0.028,Sample-2167_image.tif,Sample-2167_image.jpg
Sample-2168,140,340,3.88,90,300,8,0.2,0.136,Sample-2168_image.tif,Sample-2168_image.jpg
Sample-2169,140,340,3.88,90,70,1.3,0.1,0.054,Sample-2169_image.tif,Sample-2169_image.jpg
Sample-216,100,180,3.88,70,300,8,0.2,0.305,Sample-216_image.tif,Sample-216_image.jpg
Sample-2170,140,340,3.88,90,70,1.3,0.2,0.129,Sample-2170_image.tif,Sample-2170_image.jpg
Sample-2171,140,340,3.88,90,70,1.79,0.1,0.008,Sample-2171_image.tif,Sample-2171_image.jpg
Sample-2172,140,340,3.88,90,70,1.79,0.2,0.125,Sample-2172_image.tif,Sample-2172_image.jpg
Sample-2173,140,340,3.88,90,70,6.62,0.1,0.055,Sample-2173_image.tif,Sample-2173_image.jpg
Sample-2174,140,340,3.88,90,70,6.62,0.2,0.089,Sample-2174_image.tif,Sample-2174_image.jpg
Sample-2175,140,340,3.88,90,70,8,0.1,0.005,Sample-2175_image.tif,Sample-2175_image.jpg
Sample-2176,140,340,3.88,90,70,8,0.2,0.137,Sample-2176_image.tif,Sample-2176_image.jpg
Sample-2177,140,340,4.812,150,103,1.3,0.1,0.122,Sample-2177_image.tif,Sample-2177_image.jpg
Sample-2178,140,340,4.812,150,103,1.3,0.2,0.154,Sample-2178_image.tif,Sample-2178_image.jpg
Sample-2179,140,340,4.812,150,103,1.79,0.1,0.036,Sample-2179_image.tif,Sample-2179_image.jpg
Sample-217,100,180,3.88,70,70,1.3,0.1,0.275,Sample-217_image.tif,Sample-217_image.jpg
Sample-2180,140,340,4.812,150,103,1.79,0.2,0.113,Sample-2180_image.tif,Sample-2180_image.jpg
Sample-2181,140,340,4.812,150,103,6.62,0.1,0.058,Sample-2181_image.tif,Sample-2181_image.jpg
Sample-2182,140,340,4.812,150,103,6.62,0.2,0.192,Sample-2182_image.tif,Sample-2182_image.jpg
Sample-2183,140,340,4.812,150,103,8,0.1,0.07,Sample-2183_image.tif,Sample-2183_image.jpg
Sample-2184,140,340,4.812,150,103,8,0.2,0.218,Sample-2184_image.tif,Sample-2184_image.jpg
Sample-2185,140,340,4.812,150,250,1.3,0.1,0.075,Sample-2185_image.tif,Sample-2185_image.jpg
Sample-2186,140,340,4.812,150,250,1.3,0.2,0.349,Sample-2186_image.tif,Sample-2186_image.jpg
Sample-2187,140,340,4.812,150,250,1.79,0.1,0.134,Sample-2187_image.tif,Sample-2187_image.jpg
Sample-2188,140,340,4.812,150,250,1.79,0.2,0.334,Sample-2188_image.tif,Sample-2188_image.jpg
Sample-2189,140,340,4.812,150,250,6.62,0.1,0.163,Sample-2189_image.tif,Sample-2189_image.jpg
Sample-218,100,180,3.88,70,70,1.3,0.2,0.416,Sample-218_image.tif,Sample-218_image.jpg
Sample-2190,140,340,4.812,150,250,6.62,0.2,0.257,Sample-2190_image.tif,Sample-2190_image.jpg
Sample-2191,140,340,4.812,150,250,8,0.1,0.134,Sample-2191_image.tif,Sample-2191_image.jpg
Sample-2192,140,340,4.812,150,250,8,0.2,0.257,Sample-2192_image.tif,Sample-2192_image.jpg
Sample-2193,140,340,4.812,150,300,1.3,0.1,0.158,Sample-2193_image.tif,Sample-2193_image.jpg
Sample-2194,140,340,4.812,150,300,1.3,0.2,0.231,Sample-2194_image.tif,Sample-2194_image.jpg
Sample-2195,140,340,4.812,150,300,1.79,0.1,0.087,Sample-2195_image.tif,Sample-2195_image.jpg
Sample-2196,140,340,4.812,150,300,1.79,0.2,0.117,Sample-2196_image.tif,Sample-2196_image.jpg
Sample-2197,140,340,4.812,150,300,6.62,0.1,0.145,Sample-2197_image.tif,Sample-2197_image.jpg
Sample-2198,140,340,4.812,150,300,6.62,0.2,0.329,Sample-2198_image.tif,Sample-2198_image.jpg
Sample-2199,140,340,4.812,150,300,8,0.1,0.129,Sample-2199_image.tif,Sample-2199_image.jpg
Sample-219,100,180,3.88,70,70,1.79,0.1,0.134,Sample-219_image.tif,Sample-219_image.jpg
Sample-21,100,180,2.807,150,300,6.62,0.1,0.333,Sample-21_image.tif,Sample-21_image.jpg
Sample-2200,140,340,4.812,150,300,8,0.2,0.322,Sample-2200_image.tif,Sample-2200_image.jpg
Sample-2201,140,340,4.812,150,70,1.3,0.1,0.068,Sample-2201_image.tif,Sample-2201_image.jpg
Sample-2202,140,340,4.812,150,70,1.3,0.2,0.157,Sample-2202_image.tif,Sample-2202_image.jpg
Sample-2203,140,340,4.812,150,70,1.79,0.1,0.047,Sample-2203_image.tif,Sample-2203_image.jpg
Sample-2204,140,340,4.812,150,70,1.79,0.2,0.224,Sample-2204_image.tif,Sample-2204_image.jpg
Sample-2205,140,340,4.812,150,70,6.62,0.1,0.106,Sample-2205_image.tif,Sample-2205_image.jpg
Sample-2206,140,340,4.812,150,70,6.62,0.2,0.196,Sample-2206_image.tif,Sample-2206_image.jpg
Sample-2207,140,340,4.812,150,70,8,0.1,0.039,Sample-2207_image.tif,Sample-2207_image.jpg
Sample-2208,140,340,4.812,150,70,8,0.2,0.099,Sample-2208_image.tif,Sample-2208_image.jpg
Sample-2209,140,340,4.812,180,103,1.3,0.1,0.142,Sample-2209_image.tif,Sample-2209_image.jpg
Sample-220,100,180,3.88,70,70,1.79,0.2,0.303,Sample-220_image.tif,Sample-220_image.jpg
Sample-2210,140,340,4.812,180,103,1.3,0.2,0.19,Sample-2210_image.tif,Sample-2210_image.jpg
Sample-2211,140,340,4.812,180,103,1.79,0.1,0.102,Sample-2211_image.tif,Sample-2211_image.jpg
Sample-2212,140,340,4.812,180,103,1.79,0.2,0.389,Sample-2212_image.tif,Sample-2212_image.jpg
Sample-2213,140,340,4.812,180,103,6.62,0.1,0.112,Sample-2213_image.tif,Sample-2213_image.jpg
Sample-2214,140,340,4.812,180,103,6.62,0.2,0.264,Sample-2214_image.tif,Sample-2214_image.jpg
Sample-2215,140,340,4.812,180,103,8,0.1,0.104,Sample-2215_image.tif,Sample-2215_image.jpg
Sample-2216,140,340,4.812,180,103,8,0.2,0.22,Sample-2216_image.tif,Sample-2216_image.jpg
Sample-2217,140,340,4.812,180,250,1.3,0.1,0.174,Sample-2217_image.tif,Sample-2217_image.jpg
Sample-2218,140,340,4.812,180,250,1.3,0.2,0.315,Sample-2218_image.tif,Sample-2218_image.jpg
Sample-2219,140,340,4.812,180,250,1.79,0.1,0.1,Sample-2219_image.tif,Sample-2219_image.jpg
Sample-221,100,180,3.88,70,70,6.62,0.1,0.157,Sample-221_image.tif,Sample-221_image.jpg
Sample-2220,140,340,4.812,180,250,1.79,0.2,0.157,Sample-2220_image.tif,Sample-2220_image.jpg
Sample-2221,140,340,4.812,180,250,6.62,0.1,0.168,Sample-2221_image.tif,Sample-2221_image.jpg
Sample-2222,140,340,4.812,180,250,6.62,0.2,0.243,Sample-2222_image.tif,Sample-2222_image.jpg
Sample-2223,140,340,4.812,180,250,8,0.1,0.118,Sample-2223_image.tif,Sample-2223_image.jpg
Sample-2224,140,340,4.812,180,250,8,0.2,0.257,Sample-2224_image.tif,Sample-2224_image.jpg
Sample-2225,140,340,4.812,180,300,1.3,0.1,0.147,Sample-2225_image.tif,Sample-2225_image.jpg
Sample-2226,140,340,4.812,180,300,1.3,0.2,0.3,Sample-2226_image.tif,Sample-2226_image.jpg
Sample-2227,140,340,4.812,180,300,1.79,0.1,0.15,Sample-2227_image.tif,Sample-2227_image.jpg
Sample-2228,140,340,4.812,180,300,1.79,0.2,0.37,Sample-2228_image.tif,Sample-2228_image.jpg
Sample-2229,140,340,4.812,180,300,6.62,0.1,0.12,Sample-2229_image.tif,Sample-2229_image.jpg
Sample-222,100,180,3.88,70,70,6.62,0.2,0.239,Sample-222_image.tif,Sample-222_image.jpg
Sample-2230,140,340,4.812,180,300,6.62,0.2,0.266,Sample-2230_image.tif,Sample-2230_image.jpg
Sample-2231,140,340,4.812,180,300,8,0.1,0.205,Sample-2231_image.tif,Sample-2231_image.jpg
Sample-2232,140,340,4.812,180,300,8,0.2,0.297,Sample-2232_image.tif,Sample-2232_image.jpg
Sample-2233,140,340,4.812,180,70,1.3,0.1,0.114,Sample-2233_image.tif,Sample-2233_image.jpg
Sample-2234,140,340,4.812,180,70,1.3,0.2,0.318,Sample-2234_image.tif,Sample-2234_image.jpg
Sample-2235,140,340,4.812,180,70,1.79,0.1,0.104,Sample-2235_image.tif,Sample-2235_image.jpg
Sample-2236,140,340,4.812,180,70,1.79,0.2,0.216,Sample-2236_image.tif,Sample-2236_image.jpg
Sample-2237,140,340,4.812,180,70,6.62,0.1,0.107,Sample-2237_image.tif,Sample-2237_image.jpg
Sample-2238,140,340,4.812,180,70,6.62,0.2,0.221,Sample-2238_image.tif,Sample-2238_image.jpg
Sample-2239,140,340,4.812,180,70,8,0.1,0.084,Sample-2239_image.tif,Sample-2239_image.jpg
Sample-223,100,180,3.88,70,70,8,0.1,0.236,Sample-223_image.tif,Sample-223_image.jpg
Sample-2240,140,340,4.812,180,70,8,0.2,0.187,Sample-2240_image.tif,Sample-2240_image.jpg
Sample-2241,140,340,4.812,70,103,1.3,0.1,0.027,Sample-2241_image.tif,Sample-2241_image.jpg
Sample-2242,140,340,4.812,70,103,1.3,0.2,0.125,Sample-2242_image.tif,Sample-2242_image.jpg
Sample-2243,140,340,4.812,70,103,1.79,0.1,-0.02,Sample-2243_image.tif,Sample-2243_image.jpg
Sample-2244,140,340,4.812,70,103,1.79,0.2,0.183,Sample-2244_image.tif,Sample-2244_image.jpg
Sample-2245,140,340,4.812,70,103,6.62,0.1,-0.002,Sample-2245_image.tif,Sample-2245_image.jpg
Sample-2246,140,340,4.812,70,103,6.62,0.2,0.235,Sample-2246_image.tif,Sample-2246_image.jpg
Sample-2247,140,340,4.812,70,103,8,0.1,0.073,Sample-2247_image.tif,Sample-2247_image.jpg
Sample-2248,140,340,4.812,70,103,8,0.2,0.03,Sample-2248_image.tif,Sample-2248_image.jpg
Sample-2249,140,340,4.812,70,250,1.3,0.1,0.002,Sample-2249_image.tif,Sample-2249_image.jpg
Sample-224,100,180,3.88,70,70,8,0.2,0.363,Sample-224_image.tif,Sample-224_image.jpg
Sample-2250,140,340,4.812,70,250,1.3,0.2,0.238,Sample-2250_image.tif,Sample-2250_image.jpg
Sample-2251,140,340,4.812,70,250,1.79,0.1,0.014,Sample-2251_image.tif,Sample-2251_image.jpg
Sample-2252,140,340,4.812,70,250,1.79,0.2,0.167,Sample-2252_image.tif,Sample-2252_image.jpg
Sample-2253,140,340,4.812,70,250,6.62,0.1,0.011,Sample-2253_image.tif,Sample-2253_image.jpg
Sample-2254,140,340,4.812,70,250,6.62,0.2,0.123,Sample-2254_image.tif,Sample-2254_image.jpg
Sample-2255,140,340,4.812,70,250,8,0.1,0.018,Sample-2255_image.tif,Sample-2255_image.jpg
Sample-2256,140,340,4.812,70,250,8,0.2,-0.072,Sample-2256_image.tif,Sample-2256_image.jpg
Sample-2257,140,340,4.812,70,300,1.3,0.1,0.044,Sample-2257_image.tif,Sample-2257_image.jpg
Sample-2258,140,340,4.812,70,300,1.3,0.2,0.233,Sample-2258_image.tif,Sample-2258_image.jpg
Sample-2259,140,340,4.812,70,300,1.79,0.1,-0.001,Sample-2259_image.tif,Sample-2259_image.jpg
Sample-225,100,180,3.88,90,103,1.3,0.1,0.348,Sample-225_image.tif,Sample-225_image.jpg
Sample-2260,140,340,4.812,70,300,1.79,0.2,0.039,Sample-2260_image.tif,Sample-2260_image.jpg
Sample-2261,140,340,4.812,70,300,6.62,0.1,0.009,Sample-2261_image.tif,Sample-2261_image.jpg
Sample-2262,140,340,4.812,70,300,6.62,0.2,-0.162,Sample-2262_image.tif,Sample-2262_image.jpg
Sample-2263,140,340,4.812,70,300,8,0.1,-0.008,Sample-2263_image.tif,Sample-2263_image.jpg
Sample-2264,140,340,4.812,70,300,8,0.2,-0.058,Sample-2264_image.tif,Sample-2264_image.jpg
Sample-2265,140,340,4.812,70,70,1.3,0.1,0.029,Sample-2265_image.tif,Sample-2265_image.jpg
Sample-2266,140,340,4.812,70,70,1.3,0.2,0.018,Sample-2266_image.tif,Sample-2266_image.jpg
Sample-2267,140,340,4.812,70,70,1.79,0.1,-0.026,Sample-2267_image.tif,Sample-2267_image.jpg
Sample-2268,140,340,4.812,70,70,1.79,0.2,0.032,Sample-2268_image.tif,Sample-2268_image.jpg
Sample-2269,140,340,4.812,70,70,6.62,0.1,-0.044,Sample-2269_image.tif,Sample-2269_image.jpg
Sample-226,100,180,3.88,90,103,1.3,0.2,0.253,Sample-226_image.tif,Sample-226_image.jpg
Sample-2270,140,340,4.812,70,70,6.62,0.2,0.163,Sample-2270_image.tif,Sample-2270_image.jpg
Sample-2271,140,340,4.812,70,70,8,0.1,0.01,Sample-2271_image.tif,Sample-2271_image.jpg
Sample-2272,140,340,4.812,70,70,8,0.2,0.073,Sample-2272_image.tif,Sample-2272_image.jpg
Sample-2273,140,340,4.812,90,103,1.3,0.1,0.061,Sample-2273_image.tif,Sample-2273_image.jpg
Sample-2274,140,340,4.812,90,103,1.3,0.2,0.084,Sample-2274_image.tif,Sample-2274_image.jpg
Sample-2275,140,340,4.812,90,103,1.79,0.1,0.025,Sample-2275_image.tif,Sample-2275_image.jpg
Sample-2276,140,340,4.812,90,103,1.79,0.2,0.15,Sample-2276_image.tif,Sample-2276_image.jpg
Sample-2277,140,340,4.812,90,103,6.62,0.1,-0.023,Sample-2277_image.tif,Sample-2277_image.jpg
Sample-2278,140,340,4.812,90,103,6.62,0.2,0.14,Sample-2278_image.tif,Sample-2278_image.jpg
Sample-2279,140,340,4.812,90,103,8,0.1,0.097,Sample-2279_image.tif,Sample-2279_image.jpg
Sample-227,100,180,3.88,90,103,1.79,0.1,0.216,Sample-227_image.tif,Sample-227_image.jpg
Sample-2280,140,340,4.812,90,103,8,0.2,-0.004,Sample-2280_image.tif,Sample-2280_image.jpg
Sample-2281,140,340,4.812,90,250,1.3,0.1,0.023,Sample-2281_image.tif,Sample-2281_image.jpg
Sample-2282,140,340,4.812,90,250,1.3,0.2,0.231,Sample-2282_image.tif,Sample-2282_image.jpg
Sample-2283,140,340,4.812,90,250,1.79,0.1,0.039,Sample-2283_image.tif,Sample-2283_image.jpg
Sample-2284,140,340,4.812,90,250,1.79,0.2,0.213,Sample-2284_image.tif,Sample-2284_image.jpg
Sample-2285,140,340,4.812,90,250,6.62,0.1,0.049,Sample-2285_image.tif,Sample-2285_image.jpg
Sample-2286,140,340,4.812,90,250,6.62,0.2,0.166,Sample-2286_image.tif,Sample-2286_image.jpg
Sample-2287,140,340,4.812,90,250,8,0.1,0.046,Sample-2287_image.tif,Sample-2287_image.jpg
Sample-2288,140,340,4.812,90,250,8,0.2,0.154,Sample-2288_image.tif,Sample-2288_image.jpg
Sample-2289,140,340,4.812,90,300,1.3,0.1,0.041,Sample-2289_image.tif,Sample-2289_image.jpg
Sample-228,100,180,3.88,90,103,1.79,0.2,0.458,Sample-228_image.tif,Sample-228_image.jpg
Sample-2290,140,340,4.812,90,300,1.3,0.2,0.114,Sample-2290_image.tif,Sample-2290_image.jpg
Sample-2291,140,340,4.812,90,300,1.79,0.1,0.112,Sample-2291_image.tif,Sample-2291_image.jpg
Sample-2292,140,340,4.812,90,300,1.79,0.2,0.156,Sample-2292_image.tif,Sample-2292_image.jpg
Sample-2293,140,340,4.812,90,300,6.62,0.1,0.056,Sample-2293_image.tif,Sample-2293_image.jpg
Sample-2294,140,340,4.812,90,300,6.62,0.2,0.098,Sample-2294_image.tif,Sample-2294_image.jpg
Sample-2295,140,340,4.812,90,300,8,0.1,-0.001,Sample-2295_image.tif,Sample-2295_image.jpg
Sample-2296,140,340,4.812,90,300,8,0.2,0.064,Sample-2296_image.tif,Sample-2296_image.jpg
Sample-2297,140,340,4.812,90,70,1.3,0.1,0.024,Sample-2297_image.tif,Sample-2297_image.jpg
Sample-2298,140,340,4.812,90,70,1.3,0.2,0.233,Sample-2298_image.tif,Sample-2298_image.jpg
Sample-2299,140,340,4.812,90,70,1.79,0.1,0.003,Sample-2299_image.tif,Sample-2299_image.jpg
Sample-229,100,180,3.88,90,103,6.62,0.1,0.239,Sample-229_image.tif,Sample-229_image.jpg
Sample-22,100,180,2.807,150,300,6.62,0.2,0.315,Sample-22_image.tif,Sample-22_image.jpg
Sample-2300,140,340,4.812,90,70,1.79,0.2,0.022,Sample-2300_image.tif,Sample-2300_image.jpg
Sample-2301,140,340,4.812,90,70,6.62,0.1,-0.053,Sample-2301_image.tif,Sample-2301_image.jpg
Sample-2302,140,340,4.812,90,70,6.62,0.2,0.033,Sample-2302_image.tif,Sample-2302_image.jpg
Sample-2303,140,340,4.812,90,70,8,0.1,0.048,Sample-2303_image.tif,Sample-2303_image.jpg
Sample-2304,140,340,4.812,90,70,8,0.2,0.079,Sample-2304_image.tif,Sample-2304_image.jpg
Sample-2305,180,180,2.807,150,103,1.3,0.1,-0.092,Sample-2305_image.tif,Sample-2305_image.jpg
Sample-2306,180,180,2.807,150,103,1.3,0.2,-0.112,Sample-2306_image.tif,Sample-2306_image.jpg
Sample-2307,180,180,2.807,150,103,1.79,0.1,-0.037,Sample-2307_image.tif,Sample-2307_image.jpg
Sample-2308,180,180,2.807,150,103,1.79,0.2,-0.065,Sample-2308_image.tif,Sample-2308_image.jpg
Sample-2309,180,180,2.807,150,103,6.62,0.1,-0.031,Sample-2309_image.tif,Sample-2309_image.jpg
Sample-230,100,180,3.88,90,103,6.62,0.2,0.473,Sample-230_image.tif,Sample-230_image.jpg
Sample-2310,180,180,2.807,150,103,6.62,0.2,-0.038,Sample-2310_image.tif,Sample-2310_image.jpg
Sample-2311,180,180,2.807,150,103,8,0.1,-0.085,Sample-2311_image.tif,Sample-2311_image.jpg
Sample-2312,180,180,2.807,150,103,8,0.2,-0.007,Sample-2312_image.tif,Sample-2312_image.jpg
Sample-2313,180,180,2.807,150,250,1.3,0.1,-0.087,Sample-2313_image.tif,Sample-2313_image.jpg
Sample-2314,180,180,2.807,150,250,1.3,0.2,0.017,Sample-2314_image.tif,Sample-2314_image.jpg
Sample-2315,180,180,2.807,150,250,1.79,0.1,-0.055,Sample-2315_image.tif,Sample-2315_image.jpg
Sample-2316,180,180,2.807,150,250,1.79,0.2,0.039,Sample-2316_image.tif,Sample-2316_image.jpg
Sample-2317,180,180,2.807,150,250,6.62,0.1,-0.071,Sample-2317_image.tif,Sample-2317_image.jpg
Sample-2318,180,180,2.807,150,250,6.62,0.2,-0.045,Sample-2318_image.tif,Sample-2318_image.jpg
Sample-2319,180,180,2.807,150,250,8,0.1,0,Sample-2319_image.tif,Sample-2319_image.jpg
Sample-231,100,180,3.88,90,103,8,0.1,0.241,Sample-231_image.tif,Sample-231_image.jpg
Sample-2320,180,180,2.807,150,250,8,0.2,0.003,Sample-2320_image.tif,Sample-2320_image.jpg
Sample-2321,180,180,2.807,150,300,1.3,0.1,-0.036,Sample-2321_image.tif,Sample-2321_image.jpg
Sample-2322,180,180,2.807,150,300,1.3,0.2,-0.04,Sample-2322_image.tif,Sample-2322_image.jpg
Sample-2323,180,180,2.807,150,300,1.79,0.1,0.009,Sample-2323_image.tif,Sample-2323_image.jpg
Sample-2324,180,180,2.807,150,300,1.79,0.2,-0.057,Sample-2324_image.tif,Sample-2324_image.jpg
Sample-2325,180,180,2.807,150,300,6.62,0.1,0.025,Sample-2325_image.tif,Sample-2325_image.jpg
Sample-2326,180,180,2.807,150,300,6.62,0.2,0.009,Sample-2326_image.tif,Sample-2326_image.jpg
Sample-2327,180,180,2.807,150,300,8,0.1,-0.045,Sample-2327_image.tif,Sample-2327_image.jpg
Sample-2328,180,180,2.807,150,300,8,0.2,-0.053,Sample-2328_image.tif,Sample-2328_image.jpg
Sample-2329,180,180,2.807,150,70,1.3,0.1,-0.131,Sample-2329_image.tif,Sample-2329_image.jpg
Sample-232,100,180,3.88,90,103,8,0.2,0.38,Sample-232_image.tif,Sample-232_image.jpg
Sample-2330,180,180,2.807,150,70,1.3,0.2,-0.023,Sample-2330_image.tif,Sample-2330_image.jpg
Sample-2331,180,180,2.807,150,70,1.79,0.1,-0.016,Sample-2331_image.tif,Sample-2331_image.jpg
Sample-2332,180,180,2.807,150,70,1.79,0.2,-0.024,Sample-2332_image.tif,Sample-2332_image.jpg
Sample-2333,180,180,2.807,150,70,6.62,0.1,-0.1,Sample-2333_image.tif,Sample-2333_image.jpg
Sample-2334,180,180,2.807,150,70,6.62,0.2,-0.049,Sample-2334_image.tif,Sample-2334_image.jpg
