SI,e1,e2,load,fc,count,len,amp,image
514,0.14,0.07,14,10,9,42.24,2.51962,Snaking_E1_2_E2_0_Fric_2_load_4.jpg
515,0.14,0.07,6,15,7,14.86,0.602201,Snaking_E1_2_E2_0_Fric_3_load_0.jpg
516,0.14,0.07,8,15,9,30.61,2.36697,Snaking_E1_2_E2_0_Fric_3_load_1.jpg
517,0.14,0.07,10,15,9,32.81,2.08929,Snaking_E1_2_E2_0_Fric_3_load_2.jpg
518,0.14,0.07,12,15,9,32.66,2.04406,Snaking_E1_2_E2_0_Fric_3_load_3.jpg
519,0.14,0.07,14,15,9,42.59,5.51998,Snaking_E1_2_E2_0_Fric_3_load_4.jpg
520,0.14,0.07,6,20,6,12.36,0.5141,Snaking_E1_2_E2_0_Fric_4_load_0.jpg
521,0.14,0.07,8,20,11,29.48,1.45491,Snaking_E1_2_E2_0_Fric_4_load_1.jpg
522,0.14,0.07,10,20,8,37.28,2.07865,Snaking_E1_2_E2_0_Fric_4_load_2.jpg
523,0.14,0.07,12,20,7,39.14,2.19934,Snaking_E1_2_E2_0_Fric_4_load_3.jpg
524,0.14,0.07,14,20,8,46.85,3.96015,Snaking_E1_2_E2_0_Fric_4_load_4.jpg
525,0.14,0.07,6,25,6,12.39,0.938293,Snaking_E1_2_E2_0_Fric_5_load_0.jpg
526,0.14,0.07,8,25,9,29.35,1.2722,Snaking_E1_2_E2_0_Fric_5_load_1.jpg
527,0.14,0.07,10,25,10,34.93,2.31453,Snaking_E1_2_E2_0_Fric_5_load_2.jpg
528,0.14,0.07,12,25,10,42.6,2.92336,Snaking_E1_2_E2_0_Fric_5_load_3.jpg
529,0.14,0.07,14,25,9,47.01,5.57073,Snaking_E1_2_E2_0_Fric_5_load_4.jpg
530,0.14,0.07,6,30,6,12.37,0.921995,Snaking_E1_2_E2_0_Fric_6_load_0.jpg
531,0.14,0.07,8,30,8,30.66,2.18257,Snaking_E1_2_E2_0_Fric_6_load_1.jpg
532,0.14,0.07,10,30,8,37.46,2.2089,Snaking_E1_2_E2_0_Fric_6_load_2.jpg
533,0.14,0.07,12,30,11,37.28,2.77113,Snaking_E1_2_E2_0_Fric_6_load_3.jpg
534,0.14,0.07,14,30,10,43.56,3.20737,Snaking_E1_2_E2_0_Fric_6_load_4.jpg
535,0.14,0.07,6,35,6,12.39,0.903379,Snaking_E1_2_E2_0_Fric_7_load_0.jpg
536,0.14,0.07,8,35,9,29.03,2.11064,Snaking_E1_2_E2_0_Fric_7_load_1.jpg
537,0.14,0.07,10,35,10,33.42,3.96076,Snaking_E1_2_E2_0_Fric_7_load_2.jpg
538,0.14,0.07,12,35,10,36.95,3.13992,Snaking_E1_2_E2_0_Fric_7_load_3.jpg
539,0.14,0.07,14,35,8,44.82,5.94797,Snaking_E1_2_E2_0_Fric_7_load_4.jpg
540,0.14,0.07,6,40,6,11.85,0.48932,Snaking_E1_2_E2_0_Fric_8_load_0.jpg
541,0.14,0.07,8,40,8,31.23,2.43109,Snaking_E1_2_E2_0_Fric_8_load_1.jpg
542,0.14,0.07,10,40,10,34.88,2.49085,Snaking_E1_2_E2_0_Fric_8_load_2.jpg
543,0.14,0.07,12,40,9,41.68,2.64812,Snaking_E1_2_E2_0_Fric_8_load_3.jpg
544,0.14,0.07,14,40,9,46.46,2.20583,Snaking_E1_2_E2_0_Fric_8_load_4.jpg
545,0.14,0.07,6,45,6,11.86,0.649324,Snaking_E1_2_E2_0_Fric_9_load_0.jpg
546,0.14,0.07,8,45,8,24.54,2.02517,Snaking_E1_2_E2_0_Fric_9_load_1.jpg
547,0.14,0.07,10,45,11,34.76,2.70845,Snaking_E1_2_E2_0_Fric_9_load_2.jpg
548,0.14,0.07,12,45,10,38.51,3.31698,Snaking_E1_2_E2_0_Fric_9_load_3.jpg
549,0.14,0.07,14,45,10,43.84,3.1829,Snaking_E1_2_E2_0_Fric_9_load_4.jpg
550,0.14,0.08,6,0.01,6,11.86,0.759477,Snaking_E1_2_E2_1_Fric_0_load_0.jpg
551,0.14,0.08,8,0.01,7,28.11,1.79672,Snaking_E1_2_E2_1_Fric_0_load_1.jpg
552,0.14,0.08,10,0.01,9,37.25,2.80661,Snaking_E1_2_E2_1_Fric_0_load_2.jpg
553,0.14,0.08,12,0.01,9,36.92,4.19857,Snaking_E1_2_E2_1_Fric_0_load_3.jpg
554,0.14,0.08,14,0.01,10,42.8,2.70827,Snaking_E1_2_E2_1_Fric_0_load_4.jpg
555,0.14,0.08,6,5,6,12.34,0.517438,Snaking_E1_2_E2_1_Fric_1_load_0.jpg
556,0.14,0.08,8,5,10,27.02,1.28651,Snaking_E1_2_E2_1_Fric_1_load_1.jpg
557,0.14,0.08,10,5,11,37.71,1.96347,Snaking_E1_2_E2_1_Fric_1_load_2.jpg
558,0.14,0.08,12,5,9,40.37,4.42185,Snaking_E1_2_E2_1_Fric_1_load_3.jpg
559,0.14,0.08,14,5,10,47.02,3.69032,Snaking_E1_2_E2_1_Fric_1_load_4.jpg
560,0.14,0.08,6,10,6,11.87,0.759001,Snaking_E1_2_E2_1_Fric_2_load_0.jpg
561,0.14,0.08,8,10,8,31.14,2.37934,Snaking_E1_2_E2_1_Fric_2_load_1.jpg
562,0.14,0.08,10,10,8,33.74,3.41386,Snaking_E1_2_E2_1_Fric_2_load_2.jpg
563,0.14,0.08,12,10,7,41.69,2.36126,Snaking_E1_2_E2_1_Fric_2_load_3.jpg
564,0.14,0.08,14,10,9,48.02,3.24859,Snaking_E1_2_E2_1_Fric_2_load_4.jpg
565,0.14,0.08,6,15,7,14.79,0.492431,Snaking_E1_2_E2_1_Fric_3_load_0.jpg
566,0.14,0.08,8,15,7,29.66,2.45564,Snaking_E1_2_E2_1_Fric_3_load_1.jpg
567,0.14,0.08,10,15,9,37.19,2.36144,Snaking_E1_2_E2_1_Fric_3_load_2.jpg
568,0.14,0.08,12,15,8,42.59,2.52583,Snaking_E1_2_E2_1_Fric_3_load_3.jpg
569,0.14,0.08,14,15,7,42.3,4.06454,Snaking_E1_2_E2_1_Fric_3_load_4.jpg
570,0.14,0.08,6,20,6,11.85,0.473586,Snaking_E1_2_E2_1_Fric_4_load_0.jpg
571,0.14,0.08,8,20,10,28.54,1.90622,Snaking_E1_2_E2_1_Fric_4_load_1.jpg
572,0.14,0.08,10,20,11,37.19,3.19569,Snaking_E1_2_E2_1_Fric_4_load_2.jpg
573,0.14,0.08,12,20,4,20.94,2.79629,Snaking_E1_2_E2_1_Fric_4_load_3.jpg
574,0.14,0.08,14,20,8,43.75,3.81492,Snaking_E1_2_E2_1_Fric_4_load_4.jpg
575,0.14,0.08,6,25,6,12.86,0.891021,Snaking_E1_2_E2_1_Fric_5_load_0.jpg
576,0.14,0.08,8,25,11,30.95,1.35619,Snaking_E1_2_E2_1_Fric_5_load_1.jpg
577,0.14,0.08,10,25,7,30.31,2.44423,Snaking_E1_2_E2_1_Fric_5_load_2.jpg
578,0.14,0.08,12,25,9,38.54,3.72876,Snaking_E1_2_E2_1_Fric_5_load_3.jpg
579,0.14,0.08,14,25,6,40.81,3.40417,Snaking_E1_2_E2_1_Fric_5_load_4.jpg
580,0.14,0.08,6,30,6,11.86,0.485817,Snaking_E1_2_E2_1_Fric_6_load_0.jpg
581,0.14,0.08,8,30,10,30.04,1.3521,Snaking_E1_2_E2_1_Fric_6_load_1.jpg
582,0.14,0.08,10,30,9,32.29,2.02592,Snaking_E1_2_E2_1_Fric_6_load_2.jpg
583,0.14,0.08,12,30,7,42.65,2.69686,Snaking_E1_2_E2_1_Fric_6_load_3.jpg
584,0.14,0.08,14,30,8,47.4,2.26481,Snaking_E1_2_E2_1_Fric_6_load_4.jpg
585,0.14,0.08,6,35,5,9.88,0.62443,Snaking_E1_2_E2_1_Fric_7_load_0.jpg
586,0.14,0.08,8,35,10,29.37,1.32508,Snaking_E1_2_E2_1_Fric_7_load_1.jpg
587,0.14,0.08,10,35,9,33.76,2.4281,Snaking_E1_2_E2_1_Fric_7_load_2.jpg
588,0.14,0.08,12,35,7,42.21,2.18824,Snaking_E1_2_E2_1_Fric_7_load_3.jpg
589,0.14,0.08,14,35,9,46.88,3.98833,Snaking_E1_2_E2_1_Fric_7_load_4.jpg
590,0.14,0.08,6,40,6,11.37,0.447056,Snaking_E1_2_E2_1_Fric_8_load_0.jpg
591,0.14,0.08,8,40,9,28.51,1.73905,Snaking_E1_2_E2_1_Fric_8_load_1.jpg
592,0.14,0.08,10,40,8,30.6,2.85938,Snaking_E1_2_E2_1_Fric_8_load_2.jpg
593,0.14,0.08,12,40,10,42.1,4.93802,Snaking_E1_2_E2_1_Fric_8_load_3.jpg
594,0.14,0.08,14,40,9,43.94,5.39523,Snaking_E1_2_E2_1_Fric_8_load_4.jpg
595,0.14,0.08,6,45,6,12.36,0.649146,Snaking_E1_2_E2_1_Fric_9_load_0.jpg
596,0.14,0.08,8,45,9,27.83,1.24263,Snaking_E1_2_E2_1_Fric_9_load_1.jpg
597,0.14,0.08,10,45,11,36.86,1.87874,Snaking_E1_2_E2_1_Fric_9_load_2.jpg
598,0.14,0.08,12,45,9,39.25,2.53103,Snaking_E1_2_E2_1_Fric_9_load_3.jpg
599,0.14,0.08,14,45,6,40.7,2.45596,Snaking_E1_2_E2_1_Fric_9_load_4.jpg
600,0.14,0.09,6,0.01,6,11.35,0.402016,Snaking_E1_2_E2_2_Fric_0_load_0.jpg
601,0.14,0.09,8,0.01,8,31.08,2.0477,Snaking_E1_2_E2_2_Fric_0_load_1.jpg
602,0.14,0.09,10,0.01,7,33.4,2.23929,Snaking_E1_2_E2_2_Fric_0_load_2.jpg
603,0.14,0.09,12,0.01,6,40.58,2.37945,Snaking_E1_2_E2_2_Fric_0_load_3.jpg
604,0.14,0.09,14,0.01,8,47.66,3.74226,Snaking_E1_2_E2_2_Fric_0_load_4.jpg
605,0.14,0.09,6,5,6,11.86,0.433262,Snaking_E1_2_E2_2_Fric_1_load_0.jpg
606,0.14,0.09,8,5,8,30.59,2.26133,Snaking_E1_2_E2_2_Fric_1_load_1.jpg
607,0.14,0.09,10,5,10,35.25,2.35571,Snaking_E1_2_E2_2_Fric_1_load_2.jpg
608,0.14,0.09,12,5,10,40.91,2.25161,Snaking_E1_2_E2_2_Fric_1_load_3.jpg
609,0.14,0.09,14,5,8,40.02,6.64233,Snaking_E1_2_E2_2_Fric_1_load_4.jpg
610,0.14,0.09,6,10,5,9.39,0.460704,Snaking_E1_2_E2_2_Fric_2_load_0.jpg
611,0.14,0.09,8,10,8,26.05,2.00347,Snaking_E1_2_E2_2_Fric_2_load_1.jpg
612,0.14,0.09,10,10,11,37.41,1.79298,Snaking_E1_2_E2_2_Fric_2_load_2.jpg
613,0.14,0.09,12,10,10,41.59,3.70512,Snaking_E1_2_E2_2_Fric_2_load_3.jpg
614,0.14,0.09,14,10,10,46.39,5.61195,Snaking_E1_2_E2_2_Fric_2_load_4.jpg
615,0.14,0.09,6,15,5,9.9,0.552486,Snaking_E1_2_E2_2_Fric_3_load_0.jpg
616,0.14,0.09,8,15,10,27.43,1.31548,Snaking_E1_2_E2_2_Fric_3_load_1.jpg
617,0.14,0.09,10,15,10,36.68,1.81757,Snaking_E1_2_E2_2_Fric_3_load_2.jpg
618,0.14,0.09,12,15,12,40.27,2.57331,Snaking_E1_2_E2_2_Fric_3_load_3.jpg
619,0.14,0.09,14,15,7,45.89,2.24561,Snaking_E1_2_E2_2_Fric_3_load_4.jpg
620,0.14,0.09,6,20,7,14.31,0.492665,Snaking_E1_2_E2_2_Fric_4_load_0.jpg
621,0.14,0.09,8,20,7,29.64,2.32319,Snaking_E1_2_E2_2_Fric_4_load_1.jpg
622,0.14,0.09,10,20,6,34.42,2.44447,Snaking_E1_2_E2_2_Fric_4_load_2.jpg
623,0.14,0.09,12,20,11,35.52,2.59627,Snaking_E1_2_E2_2_Fric_4_load_3.jpg
624,0.14,0.09,14,20,7,48.52,2.90864,Snaking_E1_2_E2_2_Fric_4_load_4.jpg
625,0.14,0.09,6,25,6,12.36,0.663412,Snaking_E1_2_E2_2_Fric_5_load_0.jpg
626,0.14,0.09,8,25,10,26.95,1.56947,Snaking_E1_2_E2_2_Fric_5_load_1.jpg
627,0.14,0.09,10,25,11,35.28,1.98539,Snaking_E1_2_E2_2_Fric_5_load_2.jpg
628,0.14,0.09,12,25,9,39.4,4.31331,Snaking_E1_2_E2_2_Fric_5_load_3.jpg
629,0.14,0.09,14,25,8,40.58,6.14949,Snaking_E1_2_E2_2_Fric_5_load_4.jpg
630,0.14,0.09,6,30,6,12.36,0.784881,Snaking_E1_2_E2_2_Fric_6_load_0.jpg
631,0.14,0.09,8,30,8,31.15,2.35488,Snaking_E1_2_E2_2_Fric_6_load_1.jpg
632,0.14,0.09,10,30,6,31.84,2.08672,Snaking_E1_2_E2_2_Fric_6_load_2.jpg
633,0.14,0.09,12,30,8,39.6,3.16875,Snaking_E1_2_E2_2_Fric_6_load_3.jpg
634,0.14,0.09,14,30,11,43.31,3.14513,Snaking_E1_2_E2_2_Fric_6_load_4.jpg
635,0.14,0.09,6,35,6,11.35,0.407968,Snaking_E1_2_E2_2_Fric_7_load_0.jpg
636,0.14,0.09,8,35,9,31.14,2.3411,Snaking_E1_2_E2_2_Fric_7_load_1.jpg
637,0.14,0.09,10,35,7,36.89,2.32812,Snaking_E1_2_E2_2_Fric_7_load_2.jpg
638,0.14,0.09,12,35,9,42.04,4.74183,Snaking_E1_2_E2_2_Fric_7_load_3.jpg
639,0.14,0.09,14,35,8,46.78,3.4333,Snaking_E1_2_E2_2_Fric_7_load_4.jpg
640,0.14,0.09,6,40,5,9.89,0.52786,Snaking_E1_2_E2_2_Fric_8_load_0.jpg
641,0.14,0.09,8,40,8,26.81,1.79497,Snaking_E1_2_E2_2_Fric_8_load_1.jpg
642,0.14,0.09,10,40,11,37.81,2.69078,Snaking_E1_2_E2_2_Fric_8_load_2.jpg
643,0.14,0.09,12,40,5,38.74,2.31704,Snaking_E1_2_E2_2_Fric_8_load_3.jpg
644,0.14,0.09,14,40,9,47.84,6.0116,Snaking_E1_2_E2_2_Fric_8_load_4.jpg
645,0.14,0.09,6,45,5,9.38,0.467696,Snaking_E1_2_E2_2_Fric_9_load_0.jpg
646,0.14,0.09,8,45,8,29.1,2.30611,Snaking_E1_2_E2_2_Fric_9_load_1.jpg
647,0.14,0.09,10,45,11,34.76,1.95902,Snaking_E1_2_E2_2_Fric_9_load_2.jpg
648,0.14,0.09,12,45,9,39.55,3.01456,Snaking_E1_2_E2_2_Fric_9_load_3.jpg
649,0.14,0.09,14,45,12,45.14,2.70373,Snaking_E1_2_E2_2_Fric_9_load_4.jpg
650,0.14,0.1,6,0.01,5,9.9,0.570795,Snaking_E1_2_E2_3_Fric_0_load_0.jpg
651,0.14,0.1,8,0.01,9,29.95,2.05224,Snaking_E1_2_E2_3_Fric_0_load_1.jpg
652,0.14,0.1,10,0.01,9,31.28,2.30861,Snaking_E1_2_E2_3_Fric_0_load_2.jpg
653,0.14,0.1,12,0.01,9,36.45,3.44672,Snaking_E1_2_E2_3_Fric_0_load_3.jpg
654,0.14,0.1,14,0.01,10,44.19,3.13358,Snaking_E1_2_E2_3_Fric_0_load_4.jpg
655,0.14,0.1,6,5,5,9.89,0.631099,Snaking_E1_2_E2_3_Fric_1_load_0.jpg
656,0.14,0.1,8,5,10,29.81,1.21151,Snaking_E1_2_E2_3_Fric_1_load_1.jpg
657,0.14,0.1,10,5,10,35.36,3.87771,Snaking_E1_2_E2_3_Fric_1_load_2.jpg
658,0.14,0.1,12,5,8,43.19,2.71786,Snaking_E1_2_E2_3_Fric_1_load_3.jpg
659,0.14,0.1,14,5,8,46.72,5.65784,Snaking_E1_2_E2_3_Fric_1_load_4.jpg
660,0.14,0.1,6,10,5,9.33,0.460875,Snaking_E1_2_E2_3_Fric_2_load_0.jpg
661,0.14,0.1,8,10,8,29.11,1.86538,Snaking_E1_2_E2_3_Fric_2_load_1.jpg
662,0.14,0.1,10,10,10,35.84,2.30087,Snaking_E1_2_E2_3_Fric_2_load_2.jpg
663,0.14,0.1,12,10,11,40.64,2.40469,Snaking_E1_2_E2_3_Fric_2_load_3.jpg
664,0.14,0.1,14,10,9,43.14,4.56401,Snaking_E1_2_E2_3_Fric_2_load_4.jpg
665,0.14,0.1,6,15,5,8.84,0.406431,Snaking_E1_2_E2_3_Fric_3_load_0.jpg
666,0.14,0.1,8,15,10,26.89,1.41684,Snaking_E1_2_E2_3_Fric_3_load_1.jpg
667,0.14,0.1,10,15,9,36.91,2.64457,Snaking_E1_2_E2_3_Fric_3_load_2.jpg
668,0.14,0.1,12,15,10,41.52,3.11315,Snaking_E1_2_E2_3_Fric_3_load_3.jpg
669,0.14,0.1,14,15,5,24.08,3.18148,Snaking_E1_2_E2_3_Fric_3_load_4.jpg
670,0.14,0.1,6,20,5,10.38,0.624511,Snaking_E1_2_E2_3_Fric_4_load_0.jpg
671,0.14,0.1,8,20,9,24.89,1.30261,Snaking_E1_2_E2_3_Fric_4_load_1.jpg
672,0.14,0.1,10,20,6,33.9,2.70019,Snaking_E1_2_E2_3_Fric_4_load_2.jpg
673,0.14,0.1,12,20,8,43.24,2.88492,Snaking_E1_2_E2_3_Fric_4_load_3.jpg
674,0.14,0.1,14,20,9,43.47,4.20239,Snaking_E1_2_E2_3_Fric_4_load_4.jpg
675,0.14,0.1,6,25,5,8.84,0.407762,Snaking_E1_2_E2_3_Fric_5_load_0.jpg
676,0.14,0.1,8,25,7,24.56,1.90087,Snaking_E1_2_E2_3_Fric_5_load_1.jpg
677,0.14,0.1,10,25,10,38.86,3.48779,Snaking_E1_2_E2_3_Fric_5_load_2.jpg
678,0.14,0.1,12,25,9,38.51,3.04836,Snaking_E1_2_E2_3_Fric_5_load_3.jpg
679,0.14,0.1,14,25,6,46.37,2.59512,Snaking_E1_2_E2_3_Fric_5_load_4.jpg
680,0.14,0.1,6,30,5,9.89,0.448148,Snaking_E1_2_E2_3_Fric_6_load_0.jpg
681,0.14,0.1,8,30,8,26.91,2.03342,Snaking_E1_2_E2_3_Fric_6_load_1.jpg
682,0.14,0.1,10,30,10,32.74,2.12015,Snaking_E1_2_E2_3_Fric_6_load_2.jpg
683,0.14,0.1,12,30,7,42.62,2.65911,Snaking_E1_2_E2_3_Fric_6_load_3.jpg
684,0.14,0.1,14,30,9,46.28,3.02446,Snaking_E1_2_E2_3_Fric_6_load_4.jpg
685,0.14,0.1,6,35,4,6.37,0.376759,Snaking_E1_2_E2_3_Fric_7_load_0.jpg
686,0.14,0.1,8,35,9,26.87,1.4901,Snaking_E1_2_E2_3_Fric_7_load_1.jpg
687,0.14,0.1,10,35,9,35.23,2.29707,Snaking_E1_2_E2_3_Fric_7_load_2.jpg
688,0.14,0.1,12,35,8,39.48,2.76899,Snaking_E1_2_E2_3_Fric_7_load_3.jpg
689,0.14,0.1,14,35,9,43.94,3.28293,Snaking_E1_2_E2_3_Fric_7_load_4.jpg
690,0.14,0.1,6,40,5,9.9,0.536254,Snaking_E1_2_E2_3_Fric_8_load_0.jpg
691,0.14,0.1,8,40,10,26.96,1.23366,Snaking_E1_2_E2_3_Fric_8_load_1.jpg
692,0.14,0.1,10,40,8,35.74,3.10389,Snaking_E1_2_E2_3_Fric_8_load_2.jpg
693,0.14,0.1,12,40,10,40.27,3.17299,Snaking_E1_2_E2_3_Fric_8_load_3.jpg
694,0.14,0.1,14,40,12,46.97,3.70088,Snaking_E1_2_E2_3_Fric_8_load_4.jpg
695,0.14,0.1,6,45,5,9.89,0.54206,Snaking_E1_2_E2_3_Fric_9_load_0.jpg
696,0.14,0.1,8,45,10,28.92,1.37929,Snaking_E1_2_E2_3_Fric_9_load_1.jpg
697,0.14,0.1,10,45,7,28.06,2.53302,Snaking_E1_2_E2_3_Fric_9_load_2.jpg
698,0.14,0.1,12,45,7,37.09,3.42217,Snaking_E1_2_E2_3_Fric_9_load_3.jpg
699,0.14,0.1,14,45,7,46.82,2.6334,Snaking_E1_2_E2_3_Fric_9_load_4.jpg
700,0.14,0.15,6,0.01,3,4.43,0.272131,Snaking_E1_2_E2_4_Fric_0_load_0.jpg
701,0.14,0.15,8,0.01,7,18.96,1.81524,Snaking_E1_2_E2_4_Fric_0_load_1.jpg
702,0.14,0.15,10,0.01,10,35.11,2.3743,Snaking_E1_2_E2_4_Fric_0_load_2.jpg
703,0.14,0.15,12,0.01,10,39.84,2.89542,Snaking_E1_2_E2_4_Fric_0_load_3.jpg
704,0.14,0.15,14,0.01,6,28.04,3.87211,Snaking_E1_2_E2_4_Fric_0_load_4.jpg
705,0.14,0.15,6,5,0,0,0,Snaking_E1_2_E2_4_Fric_1_load_0.jpg
706,0.14,0.15,8,5,9,25.94,1.74753,Snaking_E1_2_E2_4_Fric_1_load_1.jpg
707,0.14,0.15,10,5,9,36.1,2.12715,Snaking_E1_2_E2_4_Fric_1_load_2.jpg
708,0.14,0.15,12,5,10,42.27,2.50987,Snaking_E1_2_E2_4_Fric_1_load_3.jpg
709,0.14,0.15,14,5,4,20.51,2.68559,Snaking_E1_2_E2_4_Fric_1_load_4.jpg
710,0.14,0.15,6,10,0,0,0,Snaking_E1_2_E2_4_Fric_2_load_0.jpg
711,0.14,0.15,8,10,8,22.94,1.8282,Snaking_E1_2_E2_4_Fric_2_load_1.jpg
712,0.14,0.15,10,10,9,34.67,2.36745,Snaking_E1_2_E2_4_Fric_2_load_2.jpg
713,0.14,0.15,12,10,8,39.86,3.07131,Snaking_E1_2_E2_4_Fric_2_load_3.jpg
714,0.14,0.15,14,10,4,27.13,6.38899,Snaking_E1_2_E2_4_Fric_2_load_4.jpg
715,0.14,0.15,6,15,1,0,0.215794,Snaking_E1_2_E2_4_Fric_3_load_0.jpg
716,0.14,0.15,8,15,8,21.93,1.61944,Snaking_E1_2_E2_4_Fric_3_load_1.jpg
717,0.14,0.15,10,15,6,31.78,2.47072,Snaking_E1_2_E2_4_Fric_3_load_2.jpg
718,0.14,0.15,12,15,10,37.23,2.3034,Snaking_E1_2_E2_4_Fric_3_load_3.jpg
719,0.14,0.15,14,15,9,43.01,2.92554,Snaking_E1_2_E2_4_Fric_3_load_4.jpg
720,0.14,0.15,6,20,0,0,0,Snaking_E1_2_E2_4_Fric_4_load_0.jpg
721,0.14,0.15,8,20,6,16.45,1.71827,Snaking_E1_2_E2_4_Fric_4_load_1.jpg
722,0.14,0.15,10,20,8,36.3,1.72927,Snaking_E1_2_E2_4_Fric_4_load_2.jpg
723,0.14,0.15,12,20,7,37.49,2.5164,Snaking_E1_2_E2_4_Fric_4_load_3.jpg
724,0.14,0.15,14,20,7,40.83,4.29255,Snaking_E1_2_E2_4_Fric_4_load_4.jpg
725,0.14,0.15,6,25,0,0,0,Snaking_E1_2_E2_4_Fric_5_load_0.jpg
726,0.14,0.15,8,25,7,19.5,1.90221,Snaking_E1_2_E2_4_Fric_5_load_1.jpg
727,0.14,0.15,10,25,6,35.25,2.48675,Snaking_E1_2_E2_4_Fric_5_load_2.jpg
728,0.14,0.15,12,25,8,39.71,2.7388,Snaking_E1_2_E2_4_Fric_5_load_3.jpg
729,0.14,0.15,14,25,7,42.19,3.36595,Snaking_E1_2_E2_4_Fric_5_load_4.jpg
730,0.14,0.15,6,30,2,1.96,0.242112,Snaking_E1_2_E2_4_Fric_6_load_0.jpg
731,0.14,0.15,8,30,8,20.84,0.785105,Snaking_E1_2_E2_4_Fric_6_load_1.jpg
732,0.14,0.15,10,30,10,34.2,2.15866,Snaking_E1_2_E2_4_Fric_6_load_2.jpg
733,0.14,0.15,12,30,9,38.88,2.23495,Snaking_E1_2_E2_4_Fric_6_load_3.jpg
734,0.14,0.15,14,30,8,40.83,2.48366,Snaking_E1_2_E2_4_Fric_6_load_4.jpg
735,0.14,0.15,6,35,0,0,0,Snaking_E1_2_E2_4_Fric_7_load_0.jpg
736,0.14,0.15,8,35,8,22.41,1.79412,Snaking_E1_2_E2_4_Fric_7_load_1.jpg
737,0.14,0.15,10,35,9,35.67,2.6549,Snaking_E1_2_E2_4_Fric_7_load_2.jpg
738,0.14,0.15,12,35,10,39.82,2.3837,Snaking_E1_2_E2_4_Fric_7_load_3.jpg
739,0.14,0.15,14,35,10,45.97,3.24849,Snaking_E1_2_E2_4_Fric_7_load_4.jpg
740,0.14,0.15,6,40,0,0,0,Snaking_E1_2_E2_4_Fric_8_load_0.jpg
741,0.14,0.15,8,40,6,15.94,1.53976,Snaking_E1_2_E2_4_Fric_8_load_1.jpg
742,0.14,0.15,10,40,9,30.75,2.38589,Snaking_E1_2_E2_4_Fric_8_load_2.jpg
743,0.14,0.15,12,40,5,23.64,2.8278,Snaking_E1_2_E2_4_Fric_8_load_3.jpg
744,0.14,0.15,14,40,4,20.55,2.75279,Snaking_E1_2_E2_4_Fric_8_load_4.jpg
745,0.14,0.15,6,45,0,0,0,Snaking_E1_2_E2_4_Fric_9_load_0.jpg
746,0.14,0.15,8,45,6,15.92,1.51103,Snaking_E1_2_E2_4_Fric_9_load_1.jpg
747,0.14,0.15,10,45,5,19.54,2.3497,Snaking_E1_2_E2_4_Fric_9_load_2.jpg
748,0.14,0.15,12,45,5,35.41,2.60004,Snaking_E1_2_E2_4_Fric_9_load_3.jpg
749,0.14,0.15,14,45,9,41.62,2.52688,Snaking_E1_2_E2_4_Fric_9_load_4.jpg
750,0.16,0.07,6,0.01,5,9.38,0.411367,Snaking_E1_3_E2_0_Fric_0_load_0.jpg
751,0.16,0.07,8,0.01,8,29.6,2.2833,Snaking_E1_3_E2_0_Fric_0_load_1.jpg
752,0.16,0.07,10,0.01,7,37.47,2.62301,Snaking_E1_3_E2_0_Fric_0_load_2.jpg
753,0.16,0.07,12,0.01,9,41.48,2.44044,Snaking_E1_3_E2_0_Fric_0_load_3.jpg
754,0.16,0.07,14,0.01,6,43.39,2.71334,Snaking_E1_3_E2_0_Fric_0_load_4.jpg
755,0.16,0.07,6,5,5,10.39,0.609406,Snaking_E1_3_E2_0_Fric_1_load_0.jpg
756,0.16,0.07,8,5,9,27.49,2.10491,Snaking_E1_3_E2_0_Fric_1_load_1.jpg
757,0.16,0.07,10,5,9,31.3,2.44271,Snaking_E1_3_E2_0_Fric_1_load_2.jpg
758,0.16,0.07,12,5,10,39.92,3.27472,Snaking_E1_3_E2_0_Fric_1_load_3.jpg
759,0.16,0.07,14,5,7,47.39,2.71569,Snaking_E1_3_E2_0_Fric_1_load_4.jpg
760,0.16,0.07,6,10,5,9.91,0.599148,Snaking_E1_3_E2_0_Fric_2_load_0.jpg
761,0.16,0.07,8,10,10,27.4,1.29578,Snaking_E1_3_E2_0_Fric_2_load_1.jpg
762,0.16,0.07,10,10,9,34.19,2.96863,Snaking_E1_3_E2_0_Fric_2_load_2.jpg
763,0.16,0.07,12,10,8,39.99,4.0648,Snaking_E1_3_E2_0_Fric_2_load_3.jpg
764,0.16,0.07,14,10,8,45.92,2.42678,Snaking_E1_3_E2_0_Fric_2_load_4.jpg
765,0.16,0.07,6,15,5,9.89,0.590657,Snaking_E1_3_E2_0_Fric_3_load_0.jpg
766,0.16,0.07,8,15,10,29.52,2.013,Snaking_E1_3_E2_0_Fric_3_load_1.jpg
767,0.16,0.07,10,15,9,35.3,2.71551,Snaking_E1_3_E2_0_Fric_3_load_2.jpg
768,0.16,0.07,12,15,6,44.14,2.54619,Snaking_E1_3_E2_0_Fric_3_load_3.jpg
769,0.16,0.07,14,15,5,24.5,3.51027,Snaking_E1_3_E2_0_Fric_3_load_4.jpg
770,0.16,0.07,6,20,5,9.39,0.455349,Snaking_E1_3_E2_0_Fric_4_load_0.jpg
771,0.16,0.07,8,20,10,27.47,1.21131,Snaking_E1_3_E2_0_Fric_4_load_1.jpg
